company.href,company.name,url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,dataset.url,dataset.name
/Appallicious,Appallicious,http://appallicious.com,"San Francisco, CA",2010,13,Private,,Mobile Commerce,"Arts,  Entertainment,  & Recreation, Crime, Education, Environmental, Health and Health Care, Housing/Real Estate",Software licensing,"Appallicious' mission is to create the premiere mobile app platform for local governments who want to utilize technology to improve the overall efficiency of their city and foster better communication between local residents and elected leaders. 

With Appallicious' Skipitt platform, a variety of mobile apps can be created using open data feeds from local, state and federal government. Appallicious created the San Francisco's Rec & Park app, featured by the U.S. Department of Energy, and named one of the 7 open data apps every city should have by Mashable.

The app lets users find parks, playgrounds, museums, recreation centers, picnic tables, and restrooms, all provided with descriptions and displayed on a GPS enabled map. Searching through the simple and easy to use interface brings efficiency, transparency, and exposure to the services and facilities maintained by the City and County of SF.

Named as a 2013 AlwaysOn Global 250 ""Ones to Watch""� company for the second year in a row, Appallicious also developed Neighborhood Score, which was launched by San Francisco Mayor Ed Lee. Neighborhood Score uses data sets to allow residents to see how their neighborhoods rank in public safety, quality of schools, crime rates, air quality, and more.",The Appallicious Mobile Commerce Platform is the leading technology for government and business to go mobile.,"Appallicious supports developing open data policies all over the country. Once more data is made accessible, companies like Appallicious can to create thriving new industries, jobs, and revenue in the private and public sectors. Open data initiatives can also help to create better neighborhoods, healthier cities, and more engaged citizens.","In March 2012, a neighbor of Appallicious co-founder, Yo Yoshida, died tragically after falling through a dilapidated staircase in Yo's apartment. After her death, Yo was inspired to create an application that would provide San Francisco residents with more information about their neighborhoods and the places they live. Neighborhood Score lets you see a score for any block in San Francisco.

Soon Appallicious will be launching Apartment Facts. This service will be a powerful tool for tenants across the country. Apartment Facts will create transparency when it comes to housing safety, accountability, and stopping tragedies like that of Yo's neighbor.",questionnaire,http://www.census.gov,US Census Bureau
/Appallicious,Appallicious,http://appallicious.com,"San Francisco, CA",2010,13,Private,,Mobile Commerce,"Arts,  Entertainment,  & Recreation, Crime, Education, Environmental, Health and Health Care, Housing/Real Estate",Software licensing,"Appallicious' mission is to create the premiere mobile app platform for local governments who want to utilize technology to improve the overall efficiency of their city and foster better communication between local residents and elected leaders. 

With Appallicious' Skipitt platform, a variety of mobile apps can be created using open data feeds from local, state and federal government. Appallicious created the San Francisco's Rec & Park app, featured by the U.S. Department of Energy, and named one of the 7 open data apps every city should have by Mashable.

The app lets users find parks, playgrounds, museums, recreation centers, picnic tables, and restrooms, all provided with descriptions and displayed on a GPS enabled map. Searching through the simple and easy to use interface brings efficiency, transparency, and exposure to the services and facilities maintained by the City and County of SF.

Named as a 2013 AlwaysOn Global 250 ""Ones to Watch""� company for the second year in a row, Appallicious also developed Neighborhood Score, which was launched by San Francisco Mayor Ed Lee. Neighborhood Score uses data sets to allow residents to see how their neighborhoods rank in public safety, quality of schools, crime rates, air quality, and more.",The Appallicious Mobile Commerce Platform is the leading technology for government and business to go mobile.,"Appallicious supports developing open data policies all over the country. Once more data is made accessible, companies like Appallicious can to create thriving new industries, jobs, and revenue in the private and public sectors. Open data initiatives can also help to create better neighborhoods, healthier cities, and more engaged citizens.","In March 2012, a neighbor of Appallicious co-founder, Yo Yoshida, died tragically after falling through a dilapidated staircase in Yo's apartment. After her death, Yo was inspired to create an application that would provide San Francisco residents with more information about their neighborhoods and the places they live. Neighborhood Score lets you see a score for any block in San Francisco.

Soon Appallicious will be launching Apartment Facts. This service will be a powerful tool for tenants across the country. Apartment Facts will create transparency when it comes to housing safety, accountability, and stopping tragedies like that of Yo's neighbor.",questionnaire,https://data.sfgov.org/,San Francisco Department of Public Heatlh
/Appallicious,Appallicious,http://appallicious.com,"San Francisco, CA",2010,13,Private,,Mobile Commerce,"Arts,  Entertainment,  & Recreation, Crime, Education, Environmental, Health and Health Care, Housing/Real Estate",Software licensing,"Appallicious' mission is to create the premiere mobile app platform for local governments who want to utilize technology to improve the overall efficiency of their city and foster better communication between local residents and elected leaders. 

With Appallicious' Skipitt platform, a variety of mobile apps can be created using open data feeds from local, state and federal government. Appallicious created the San Francisco's Rec & Park app, featured by the U.S. Department of Energy, and named one of the 7 open data apps every city should have by Mashable.

The app lets users find parks, playgrounds, museums, recreation centers, picnic tables, and restrooms, all provided with descriptions and displayed on a GPS enabled map. Searching through the simple and easy to use interface brings efficiency, transparency, and exposure to the services and facilities maintained by the City and County of SF.

Named as a 2013 AlwaysOn Global 250 ""Ones to Watch""� company for the second year in a row, Appallicious also developed Neighborhood Score, which was launched by San Francisco Mayor Ed Lee. Neighborhood Score uses data sets to allow residents to see how their neighborhoods rank in public safety, quality of schools, crime rates, air quality, and more.",The Appallicious Mobile Commerce Platform is the leading technology for government and business to go mobile.,"Appallicious supports developing open data policies all over the country. Once more data is made accessible, companies like Appallicious can to create thriving new industries, jobs, and revenue in the private and public sectors. Open data initiatives can also help to create better neighborhoods, healthier cities, and more engaged citizens.","In March 2012, a neighbor of Appallicious co-founder, Yo Yoshida, died tragically after falling through a dilapidated staircase in Yo's apartment. After her death, Yo was inspired to create an application that would provide San Francisco residents with more information about their neighborhoods and the places they live. Neighborhood Score lets you see a score for any block in San Francisco.

Soon Appallicious will be launching Apartment Facts. This service will be a powerful tool for tenants across the country. Apartment Facts will create transparency when it comes to housing safety, accountability, and stopping tragedies like that of Yo's neighbor.",questionnaire,https://data.sfgov.org/Parks-and-Recreation/Recreation-Park-Department-Park-Info-Dataset/z76i-7s65,San Francisco Parks & Recreation Info Department Dataset
/Archimedes-Inc,Archimedes Inc.,http://archimedesmodel.com/,"San Francisco, CA",2006,50,Private,,Data management and analysis,Health and Health Care,Software licensing,"Archimedes is a healthcare modeling and analytics organization. With the Archimedes Model at its core, the company enables people to combine real-world healthcare data and simulation data to create compelling and actionable evidence used in individual healthcare decision making, as well as in populations, with applications in health and economic outcomes research, policy creation, and clinical trial design and operations.","Archimedes applies quantitative analysis to evidence from clinical trials, epidemiological studies, and other sources to create models that show healthcare decision makers how different options affect outcomes and costs.","Archimedes solutions help make better decisions about health and healthcare, whether for individuals or populations.",Not answered by company,questionnaire,http://www.cdc.gov/nchs/nhanes.htm,National Health and Nutrition Examination Survey (NHANES)
/Archimedes-Inc,Archimedes Inc.,http://archimedesmodel.com/,"San Francisco, CA",2006,50,Private,,Data management and analysis,Health and Health Care,Software licensing,"Archimedes is a healthcare modeling and analytics organization. With the Archimedes Model at its core, the company enables people to combine real-world healthcare data and simulation data to create compelling and actionable evidence used in individual healthcare decision making, as well as in populations, with applications in health and economic outcomes research, policy creation, and clinical trial design and operations.","Archimedes applies quantitative analysis to evidence from clinical trials, epidemiological studies, and other sources to create models that show healthcare decision makers how different options affect outcomes and costs.","Archimedes solutions help make better decisions about health and healthcare, whether for individuals or populations.",Not answered by company,questionnaire,http://www.cdc.gov/nchs/ahcd.htm,National Ambulatory Medical Care Survey (NAMCS)
/Archimedes-Inc,Archimedes Inc.,http://archimedesmodel.com/,"San Francisco, CA",2006,50,Private,,Data management and analysis,Health and Health Care,Software licensing,"Archimedes is a healthcare modeling and analytics organization. With the Archimedes Model at its core, the company enables people to combine real-world healthcare data and simulation data to create compelling and actionable evidence used in individual healthcare decision making, as well as in populations, with applications in health and economic outcomes research, policy creation, and clinical trial design and operations.","Archimedes applies quantitative analysis to evidence from clinical trials, epidemiological studies, and other sources to create models that show healthcare decision makers how different options affect outcomes and costs.","Archimedes solutions help make better decisions about health and healthcare, whether for individuals or populations.",Not answered by company,questionnaire,http://www.cdc.gov/nchs/nhds.htm,National Hospital Discharge Survey (NHDS)
/Archimedes-Inc,Archimedes Inc.,http://archimedesmodel.com/,"San Francisco, CA",2006,50,Private,,Data management and analysis,Health and Health Care,Software licensing,"Archimedes is a healthcare modeling and analytics organization. With the Archimedes Model at its core, the company enables people to combine real-world healthcare data and simulation data to create compelling and actionable evidence used in individual healthcare decision making, as well as in populations, with applications in health and economic outcomes research, policy creation, and clinical trial design and operations.","Archimedes applies quantitative analysis to evidence from clinical trials, epidemiological studies, and other sources to create models that show healthcare decision makers how different options affect outcomes and costs.","Archimedes solutions help make better decisions about health and healthcare, whether for individuals or populations.",Not answered by company,questionnaire,http://www.cdc.gov/nchs/data_access/cmf.htm,Compressed Mortality File (CMF)
/Aunt-Bertha-Inc,"Aunt Bertha, Inc.",http://auntbertha.com,"Austin, TX",2010,3,Private,,Information for consumers and services for other organizations,Social Assistance,"Subscriptions, Software licensing","At Aunt Bertha, Inc., we collect all federal, state, county, city, neighborhood, and charity program information and put it in one place. If it's based on need, then we collect it. It's pretty simple, really. Using information we learn about programs, and what we learn from the user, we intelligently match people with services that are designed specifically for their situation.",Aunt Bertha picks up where Uncle Sam leaves off by making it easy to find and apply for government and charitable social service programs.,"Every time someone is able to quickly and easily find a resource they may not have otherwise known about, we are making the world a better place to live in.  We look at the kind of help people are looking for and where they are looking to get a better sense of human service delivery in the country.  While we license out application screening and backend search functions, we also always make our basic search free for anyone looking for help.",Not answered by company,questionnaire,www.benefits.gov,Benefits.gov
/Aunt-Bertha-Inc,"Aunt Bertha, Inc.",http://auntbertha.com,"Austin, TX",2010,3,Private,,Information for consumers and services for other organizations,Social Assistance,"Subscriptions, Software licensing","At Aunt Bertha, Inc., we collect all federal, state, county, city, neighborhood, and charity program information and put it in one place. If it's based on need, then we collect it. It's pretty simple, really. Using information we learn about programs, and what we learn from the user, we intelligently match people with services that are designed specifically for their situation.",Aunt Bertha picks up where Uncle Sam leaves off by making it easy to find and apply for government and charitable social service programs.,"Every time someone is able to quickly and easily find a resource they may not have otherwise known about, we are making the world a better place to live in.  We look at the kind of help people are looking for and where they are looking to get a better sense of human service delivery in the country.  While we license out application screening and backend search functions, we also always make our basic search free for anyone looking for help.",Not answered by company,questionnaire,http://www.irs.gov/uac/SOI-Tax-Stats-Exempt-Organizations-Business-Master-File-Extract-(EO-BMF),Internal Revenue Service (IRS) SOI Tax Stats - Exempt Organizations Business Master File Extract (EO BMF)
/Azavea,Azavea,http://azavea.com,"Philadelphia, PA",2000,32,Private,,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental,  Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Scientific Research, Social Assistance, Transportation, Other","Subscriptions, Software licensing","Azavea is an award-winning geospatial software company based in Philadelphia.  The firm was organized to create advanced web and mobile applications for geospatial data visualization and analysis.  Azavea is a certified B Corporation, a for-profit corporation with a social mission.  Our mission is to apply geospatial data and software to create more sustainable, vital, and livable communities while advancing the state-of-the-art through research.  

Geospatial data has become a vital part of the operations of local, state, and federal government, driving everything from emergency response to land conservation.  Azavea applies user interface (UI) design and cloud computing to create web applications that can process big geospatial data sets very rapidly.  We also share much of our work by releasing it under open source licenses so that others can re-use it.  

In addition to working with open geospatial datasets from a variety of federal and local sources, Azavea is dedicated to making that data available to others for transformation into creative new applications.  Azavea's vision is a world in which geospatial analysis is part of a broad foundation upon which government, private, and nonprofit organizations operate for the common good by exchanging information, enhancing knowledge, and fostering collaboration.",Azavea is an award-winning geospatial analysis (GIS) software development firm specializing in the creation of location-based web and mobile software as well as geospatial analysis services.,"First, we focus on projects that have positive civic and social impact.  Second, Azavea shares its commercial success through pro bono work, mentoring programs, organizing civic hackathons, and by donating a portion of its profits to charitable organizations.  Third, many of our software projects are released under open source licenses.","Azavea is a bootstrap company that does not have any external investors.  The firm has grown by reinvesting its profits in growth, product development, and research projects that combine user interface design with geospatial analysis and apply high performance computing techniques to geographic data processing.  While the firm initially grew in Philadelphia, for the past eight years, it has diversified to serve both national and international customers.",questionnaire,http://www.census.gov/acs/www/data_documentation/summary_file/,American Community Survey (ACS)
/Azavea,Azavea,http://azavea.com,"Philadelphia, PA",2000,32,Private,,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental,  Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Scientific Research, Social Assistance, Transportation, Other","Subscriptions, Software licensing","Azavea is an award-winning geospatial software company based in Philadelphia.  The firm was organized to create advanced web and mobile applications for geospatial data visualization and analysis.  Azavea is a certified B Corporation, a for-profit corporation with a social mission.  Our mission is to apply geospatial data and software to create more sustainable, vital, and livable communities while advancing the state-of-the-art through research.  

Geospatial data has become a vital part of the operations of local, state, and federal government, driving everything from emergency response to land conservation.  Azavea applies user interface (UI) design and cloud computing to create web applications that can process big geospatial data sets very rapidly.  We also share much of our work by releasing it under open source licenses so that others can re-use it.  

In addition to working with open geospatial datasets from a variety of federal and local sources, Azavea is dedicated to making that data available to others for transformation into creative new applications.  Azavea's vision is a world in which geospatial analysis is part of a broad foundation upon which government, private, and nonprofit organizations operate for the common good by exchanging information, enhancing knowledge, and fostering collaboration.",Azavea is an award-winning geospatial analysis (GIS) software development firm specializing in the creation of location-based web and mobile software as well as geospatial analysis services.,"First, we focus on projects that have positive civic and social impact.  Second, Azavea shares its commercial success through pro bono work, mentoring programs, organizing civic hackathons, and by donating a portion of its profits to charitable organizations.  Third, many of our software projects are released under open source licenses.","Azavea is a bootstrap company that does not have any external investors.  The firm has grown by reinvesting its profits in growth, product development, and research projects that combine user interface design with geospatial analysis and apply high performance computing techniques to geographic data processing.  While the firm initially grew in Philadelphia, for the past eight years, it has diversified to serve both national and international customers.",questionnaire,http://ned.usgs.gov/,National Elevation Dataset (NED)
/BillGuard,BillGuard,https://www.billguard.com,"New York, NY",2010,23,Private,,Consumer services (eg health care),Finance,User fees for web or mobile access,"BillGuard's mission is to use data to save people money. We developed advanced crowdsourcing technology to collect and analyze billing dispute data from millions of consumers in order to extract patterns of fraud and ""Grey Charges"". We use these analytics to monitor our user's credit and debit card statements, alerting them to similar charges on their cards and helping them get their money back. American consumers lose over $14 Billion a year to legal grey charges which result from misleading sales and billing practices.",BillGuard is a personal finance security company harnessing the collective knowledge of millions of consumers to protect Americans from fraud and grey charges.,BillGuard monitors the dollar amount of the fraud and grey charges we have identified for our users.,"We have raised $13M to date from Google chairman Eric Schmidt, PayPal founder Peter Thiel, legendary VC Vinod Khosla, Bessemer Venture Partners, IA Venture Partners and others.  We are still a pre-revenue startup. We plan to generate revenue by certifying trusted merchants with our crowd-powered data.",questionnaire,https://data.consumerfinance.gov/dataset/Credit-card-complaint-responses-by-issue/3jqb-9gp3,CFPB Credit Card Complaint Database
/Brightscope,Brightscope,http://www.brightscope.com/,"San Diego, CA",2008,60,Private,,Data Management and Analysis,,"Data Management and Analytic Services, Database Licensing, Software Licensing, Subscriptions, User Fees for Web or Mobile Access","BrightScope is a financial information company that brings transparency to opaque markets. Delivered through web-based software, BrightScope data drives better decision-making for individual investors, corporate plan sponsors, asset managers, broker-dealers, and financial advisors. BrightScope primarily operates in two major segments: Retirement Plans and Wealth Management.",BrightScope is a financial information company that provides data through web-based software to drive better decision-making.,Lower fees and better decisions for millions of consumers who depend on their retirement plans and financial advisors.,Not answered by company.,questionnaire,http://www.dol.gov/dol/topic/retirement/typesofplans.htm,Retirement Plan Data
/Brightscope,Brightscope,http://www.brightscope.com/,"San Diego, CA",2008,60,Private,,Data Management and Analysis,,"Data Management and Analytic Services, Database Licensing, Software Licensing, Subscriptions, User Fees for Web or Mobile Access","BrightScope is a financial information company that brings transparency to opaque markets. Delivered through web-based software, BrightScope data drives better decision-making for individual investors, corporate plan sponsors, asset managers, broker-dealers, and financial advisors. BrightScope primarily operates in two major segments: Retirement Plans and Wealth Management.",BrightScope is a financial information company that provides data through web-based software to drive better decision-making.,Lower fees and better decisions for millions of consumers who depend on their retirement plans and financial advisors.,Not answered by company.,questionnaire,http://www.sec.gov/,Investment Advisor Data
/Calcbench-Inc,"Calcbench, Inc.",http://calcbench.com,"New York, NY",2012,3,Private,,Financial/investment services,Finance,"Subscriptions, Data management and analytic services","Calcbench is one of the first companies to fully harness the power of the new, government mandated data standard called XBRL. This gives us an unprecedented direct line into the SEC's corporate financial data repository. As a result, we are able to provide data with a whole new level of detail, faster, and at a much better value. Our expertise is that we process and store all XBRL filings in a uniquely structured, cloud based data universe; we use advanced computing techniques to identify and correct errors (close to half a million corrections made so far), and increase comparability between companies; and we make data available to you within minutes after a filing leaves the CFOs hands.","With collaborative and crowd-sourced components, Calcbench allows financial analysts, accountants, lawyers and investors to instantly access, work with and share SEC filing data, all right on our web page at www.calcbench.com.",Not answered by company,Not answered by company,questionnaire,sec.gov,sec.gov
/Captricity,Captricity,http://captricity.com,"Berkeley, CA",2011,10,Private,,Data management and analysis,"Other, As a data capture utility, we cut across nearly all these sectors","Subscriptions, User fees for web or mobile access","At Captricity, our mission is to unlock the information that drives the world forward for everyone. Captricity is an award-winning cloud-based service that turns paper information into digital data more easily, quickly, and cheaply than existing alternatives.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.","Fields digitized - because if a customer pays for that data, we know it has value.",Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,questionnaire,http://www.fppc.ca.gov/,http://www.fppc.ca.gov/
/Captricity,Captricity,http://captricity.com,"Berkeley, CA",2011,10,Private,,Data management and analysis,"Other, As a data capture utility, we cut across nearly all these sectors","Subscriptions, User fees for web or mobile access","At Captricity, our mission is to unlock the information that drives the world forward for everyone. Captricity is an award-winning cloud-based service that turns paper information into digital data more easily, quickly, and cheaply than existing alternatives.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.","Fields digitized - because if a customer pays for that data, we know it has value.",Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,questionnaire,"http://www.irs.gov/uac/Form-990,-Return-of-Organization-Exempt-From-Income-Tax-","http://www.irs.gov/uac/Form-990,-Return-of-Organization-Exempt-From-Income-Tax-"
